Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
All American Girls,Sister Sledge,All American Girls, 1979,283826,4,0.747,0.75,9,-7.037,0,0.0531,0.0268,0,0.395,0.943,120.693,42
Frankie,Sister Sledge,When the Boys Meet the Girls, 1985,257000,4,0.813,0.759,6,-7.882,1,0.0878,0.719,0.0071,0.0573,0.963,82.941,44
Got to Love Somebody,Sister Sledge,Love Somebody Today, 1980,413706,4,0.739,0.896,7,-5.549,1,0.111,0.142,0,0.0614,0.854,124.011,35
He's the Greatest Dancer - 1995 Remaster,Sister Sledge,We Are Family (1995 Remaster), 1978,375400,4,0.7,0.816,7,-9.711,0,0.044,0.00115,0.00123,0.0901,0.838,113.244,62
Lost in Music - 1995 Remaster,Sister Sledge,We Are Family (1995 Remaster), 1979,287440,4,0.758,0.841,0,-7.509,1,0.0319,0.0544,0.000153,0.103,0.849,114.487,55
Love Don't You Go Through No Changes on Me,Sister Sledge,Circle of Love, 1976,204440,4,0.673,0.686,11,-9.103,0,0.0628,0.0159,0.000231,0.143,0.338,117.847,23
Reach Your Peak,Sister Sledge,Love Somebody Today, 1985,295893,4,0.763,0.95,2,-5.607,1,0.161,0.587,0.000442,0.0313,0.88,91.87,15
Thinking of You - 1995 Remaster,Sister Sledge,We Are Family (1995 Remaster), 1983,266826,4,0.661,0.846,5,-8.869,1,0.0467,0.129,0.00000517,0.0355,0.911,101.068,60
We Are Family - 1995 Remaster,Sister Sledge,We Are Family (1995 Remaster), 1979,216733,4,0.784,0.893,7,-5.153,0,0.0923,0.3,0.0000157,0.272,0.819,118.738,69
I Feel Good All Over,Stephanie Mills,If I Were Your Woman, 1979,302200,4,0.459,0.472,0,-11.545,1,0.0329,0.503,0,0.0783,0.208,122.971,38
Never Knew Love Like This Before,Stephanie Mills,Pride Classics, 1979,326586,4,0.695,0.703,11,-8.938,1,0.0336,0.489,0.000017,0.0855,0.753,113.168,49
Put Your Body In It,Stephanie Mills,What Cha Gonna Do With My Lovin', 1981,247893,4,0.785,0.812,5,-7.272,1,0.106,0.207,0.0334,0.0323,0.784,117.618,26
Sweet Sensation - Fantasy Love Affair Rework,Stephanie Mills,Sweet Sensation, 1987,341969,4,0.793,0.581,7,-9.174,1,0.039,0.00845,0.679,0.0497,0.873,112.109,20
What Cha Gonna Do With My Lovin',Stephanie Mills,What Cha Gonna Do With My Lovin', 1979,246893,4,0.639,0.673,10,-6.449,0,0.0456,0.319,0.0159,0.0465,0.766,102.576,40
You And I,Stephanie Mills,What Cha Gonna Do With My Lovin', 1980,291426,4,0.45,0.407,9,-9.591,1,0.0371,0.566,0.0000367,0.072,0.162,124.869,19
You Can Get Over,Stephanie Mills,What Cha Gonna Do With My Lovin', 1980,300946,4,0.735,0.759,5,-6.823,0,0.138,0.0204,0.0198,0.056,0.856,136.991,14
"You Can't Run From My Love - 12"" Remix",Stephanie Mills,Gold, 1982,445373,4,0.808,0.777,7,-8.134,1,0.0504,0.35,0.0113,0.541,0.893,110.167,14
All I Do,Stevie Wonder,Hotter Than July, 1980,306666,4,0.849,0.5,11,-16.705,1,0.0915,0.0842,0,0.107,0.88,117.217,54
Another Star,Stevie Wonder,Songs In The Key Of Life, 1977,508226,4,0.57,0.844,6,-9.684,0,0.0492,0.102,0.000176,0.0914,0.767,121.975,48
Do I Do,Stevie Wonder,The Definitive Collection (Deluxe Edition), 1982,303466,4,0.719,0.822,11,-11.295,1,0.0499,0.139,0.00000444,0.118,0.924,112.806,58
Happy Birthday,Stevie Wonder,Hotter Than July, 1980,357226,4,0.774,0.568,1,-15.337,1,0.043,0.00448,0.0000104,0.0526,0.961,116.201,54
I Wish,Stevie Wonder,Songs In The Key Of Life, 1976,252373,4,0.821,0.721,10,-10.401,0,0.0515,0.0816,0.00000737,0.0664,0.885,105.866,65
Isn't She Lovely,Stevie Wonder,The Definitive Collection (Deluxe Edition), 1976,199386,4,0.747,0.692,1,-8.956,0,0.0474,0.202,0.0000339,0.0698,0.904,118.698,67
Master Blaster (Jammin'),Stevie Wonder,Hotter Than July, 1980,308066,4,0.874,0.419,5,-14.905,0,0.0563,0.0467,0.00051,0.194,0.971,131.159,61
Pastime Paradise,Stevie Wonder,Songs In The Key Of Life, 1976,207693,4,0.514,0.487,0,-11.657,0,0.102,0.154,0,0.112,0.306,78.535,52
Sir Duke,Stevie Wonder,Songs In The Key Of Life, 1977,232760,4,0.588,0.568,6,-9.766,1,0.0672,0.16,0,0.0792,0.952,106.938,70
Superstition,Stevie Wonder,Talking Book, 1972,266133,4,0.611,0.578,1,-14.171,1,0.0676,0.0598,0.0219,0.0983,0.884,100.625,65
Can't Stop Dancing,Sylvester,The Original Hits, 1978,463693,4,0.811,0.604,1,-14.761,1,0.0383,0.0114,0.000013,0.0508,0.884,130.238,6
Dance (Disco Heat),Sylvester,Step II, 1978,355263,4,0.768,0.79,3,-10.469,1,0.0312,0.007,0.186,0.0678,0.956,132.729,38
I (Who Have Nothing),Sylvester,Stars, 1978,674813,4,0.631,0.525,0,-16.351,0,0.0423,0.00168,0.591,0.0916,0.822,129.054,17
I Need Somebody To Love Tonight,Sylvester,Stars, 1978,411346,4,0.73,0.356,7,-17.845,1,0.0749,0.798,0.895,0.0736,0.865,104.903,36
Never Too Late,Sylvester,Sylvester, 1979,181426,4,0.617,0.666,7,-7.077,1,0.0409,0.368,0.0000232,0.238,0.954,111.238,4
Over And Over,Sylvester,Sylvester, 1978,422133,4,0.481,0.63,11,-8.18,1,0.0344,0.00975,0.000666,0.109,0.938,131.466,32
Someone Like You,Sylvester,Mutual Attraction, 1978,375200,4,0.768,0.613,7,-13.626,0,0.0501,0.00502,0.0155,0.0607,0.885,120.771,14
You Make Me Feel (Mighty Real),Sylvester,Step II, 1978,400115,4,0.629,0.851,5,-11.182,0,0.0294,0.0309,0.303,0.0947,0.961,130.7,60
At Midnight,T-Connection,Sounds of Florida, 1977,584149,4,0.822,0.865,0,-8.387,1,0.0834,0.0273,0.409,0.0313,0.904,117.151,16
Disco Magic,T-Connection,Magic, 1977,417091,4,0.526,0.803,6,-8.775,0,0.0391,0.206,0.371,0.0871,0.824,131.53,20
Do What You Wanna Do,T-Connection,Heart of Stone: The Henry Stone Story, 1977,436733,4,0.673,0.873,10,-7.683,0,0.0433,0.0195,0.212,0.0943,0.847,120.717,16
Everything Is Cool,T-Connection,Classic Masters, 1979,267573,4,0.732,0.9,0,-3.651,1,0.0873,0.34,0.00376,0.0799,0.791,102.818,9
Groove to Get Down,T-Connection,On Fire, 1978,249720,4,0.754,0.761,1,-9.678,0,0.0618,0.135,0.178,0.0921,0.859,117.394,18
Midnight Train,T-Connection,T Connection, 1978,258213,4,0.808,0.71,5,-10.063,0,0.0517,0.125,0.00457,0.13,0.899,112.785,6
Saturday Night,T-Connection,T Connection, 1978,259919,4,0.786,0.869,1,-8.72,1,0.0484,0.0522,0.00011,0.0618,0.961,115.285,10
The Best Of My Love - 2004 Digital Remaster,T-Connection,Pure & Natural, 1978,381266,4,0.532,0.526,4,-12.986,0,0.0551,0.201,0.00067,0.0583,0.575,168.477,25
Don't Take Away The Music,Tavares,Anthology, 1976,373226,4,0.722,0.858,11,-8.009,1,0.0472,0.0276,0.0000184,0.311,0.925,127.512,40
Heaven Must Be Missing An Angel - Pt. 1,Tavares,Anthology, 1976,394133,4,0.612,0.749,9,-9.209,0,0.0345,0.00716,0,0.393,0.969,116.791,47
It Only Takes A Minute,Tavares,In The City, 1975,241386,4,0.642,0.664,5,-8.087,0,0.0334,0.104,0.102,0.658,0.963,122.598,39
More Than A Woman,Tavares,Future Bound, 1976,207493,4,0.697,0.716,8,-12.123,0,0.0371,0.111,0,0.407,0.928,107.619,54
Remember What I Told You To Forget,Tavares,Anthology, 1974,252666,3,0.503,0.524,2,-8.621,0,0.0291,0.209,0,0.281,0.378,132.514,19
She's Gone,Tavares,Hard Core Poetry (Expanded Edition), 1974,222493,4,0.566,0.557,4,-9.553,1,0.0305,0.596,0.0000203,0.135,0.818,141.885,30
The Love I Never Had,Tavares,In The City, 1978,207986,4,0.505,0.59,2,-7.541,1,0.0272,0.34,0.0001,0.308,0.691,137.138,17
Too Late,Tavares,Anthology, 1978,264200,4,0.771,0.772,4,-9.315,0,0.0298,0.302,0.0000152,0.583,0.922,115.479,13
Come Go with Me,Teddy Pendergrass,Teddy (Expanded Edition), 1979,347373,4,0.435,0.556,0,-10.01,1,0.066,0.28,0.0000104,0.572,0.7,171.467,45
"Get Up, Get Down, Get Funky, Get Loose",Teddy Pendergrass,Life Is A Song Worth Singing (Expanded Edition), 1978,323546,4,0.818,0.865,11,-8.21,0,0.0873,0.00312,0.00114,0.106,0.943,124.998,30
I Don't Love You Anymore,Teddy Pendergrass,Teddy Pendergrass, 1978,238386,4,0.806,0.888,7,-7.321,1,0.0658,0.178,0.00000306,0.502,0.831,118.965,37
Love T.K.O.,Teddy Pendergrass,TP (Expanded Edition), 1980,299120,4,0.779,0.543,8,-10.544,0,0.0923,0.367,0.000443,0.0541,0.842,145.869,58
Only You,Teddy Pendergrass,Life Is A Song Worth Singing (Expanded Edition), 1978,303826,4,0.833,0.749,7,-8.892,0,0.0804,0.298,0.00332,0.242,0.722,120.866,27
Somebody Told Me,Teddy Pendergrass,Teddy Pendergrass, 1979,311933,4,0.613,0.645,4,-8.978,1,0.0393,0.394,0.000321,0.34,0.669,92.006,28
"The More I Get, the More I Want",Teddy Pendergrass,Teddy Pendergrass, 1977,264573,4,0.715,0.811,5,-9.494,0,0.0676,0.33,0,0.14,0.911,121.256,34
The Whole Town's Laughing at Me,Teddy Pendergrass,Duets - Love & Soul, 1977,289518,3,0.384,0.754,8,-8.389,1,0.0427,0.0174,0,0.234,0.52,99.251,9
When Somebody Loves You Back,Teddy Pendergrass,Life Is A Song Worth Singing (Expanded Edition), 1977,296880,4,0.71,0.581,9,-9.108,0,0.0612,0.392,0,0.128,0.919,97.746,54
"You're My Latest, My Greatest Inspiration",Teddy Pendergrass,It's Time For Love, 1977,321093,4,0.546,0.301,2,-13.38,1,0.0468,0.632,0.00136,0.12,0.312,67.911,45
Behind The Groove,Teena Marie,Lady T (Expanded Edition 15 Track Version), 1980,365866,4,0.717,0.867,10,-7.981,1,0.139,0.0818,0.0000455,0.0744,0.828,115.443,35
Cassanova Brown,Teena Marie,Robbery (Expanded Edition), 1981,358440,4,0.347,0.434,1,-7.172,1,0.0342,0.581,0,0.109,0.0855,119.771,23
I'm A Sucker For Your Love,Teena Marie,Wild And Peaceful, 1981,352440,4,0.669,0.878,5,-9.915,0,0.0789,0.194,0.0000165,0.125,0.882,115.928,29
It Must Be Magic,Teena Marie,It Must Be Magic, 1981,366586,4,0.818,0.894,11,-7.248,0,0.0853,0.225,0,0.146,0.892,119.777,39
Lovergirl,Teena Marie,Starchild (Expanded Edition), 1984,290893,4,0.76,0.853,9,-4.594,0,0.0658,0.119,0.00212,0.0996,0.842,123.301,40
Square Biz,Teena Marie,Best Of/20th Century, 1981,383706,4,0.769,0.922,2,-7.479,1,0.119,0.148,0.000197,0.5,0.723,113.621,52
Best of My Love,The Emotions,Rejoice, 1977,220560,4,0.784,0.713,0,-6.865,1,0.0339,0.447,0.14,0.0904,0.97,115.443,70
Don't Ask My Neighbors,The Emotions,Rejoice, 1978,267066,4,0.563,0.511,1,-9.544,1,0.0336,0.669,0.0000248,0.0974,0.606,140.235,46
I Don't Wanna Lose Your Love,The Emotions,Flowers (Bonus Track Version), 1978,241933,4,0.75,0.722,1,-8.842,1,0.0574,0.148,0.00296,0.667,0.934,120.022,35
All Of My Love,The Gap Band,Round Trip, 1980,292893,4,0.711,0.728,1,-12.293,0,0.0447,0.188,0.00165,0.0821,0.881,108.574,23
Burn Rubber On Me (Why You Wanna Hurt Me),The Gap Band,Greatest Hits, 1980,252306,4,0.764,0.733,11,-10.763,0,0.0538,0.0986,0.00104,0.171,0.887,116.185,53
Humpin',The Gap Band,The Gap Band III, 1979,313453,4,0.789,0.8,7,-10.408,1,0.0713,0.187,0.00000374,0.193,0.587,108.797,37
"I Don't Believe You Want To Get Up And Dance (Oops, Up Side Your Head)",The Gap Band,Greatest Hits, 1979,211066,4,0.646,0.786,11,-10.308,0,0.149,0.246,0.0000027,0.387,0.814,103.666,44
No Hiding Place,The Gap Band,The Gap Band II, 1981,338893,4,0.585,0.472,10,-12.873,1,0.0307,0.501,0.000215,0.105,0.873,139.292,26
Party Lights,The Gap Band,The Gap Band II, 1980,228093,4,0.883,0.39,0,-13.074,1,0.0497,0.0818,0.0794,0.138,0.816,117.737,24
Shake,The Gap Band,The Gap Band I, 1980,298066,4,0.873,0.506,0,-13.739,1,0.0451,0.0744,0.163,0.0745,0.791,100.286,36
Steppin' Out,The Gap Band,"Lyle, Lyle, Crocodile (Original Motion Picture Soundtrack)", 1981,266560,4,0.815,0.899,9,-7.62,0,0.0385,0.102,0.845,0.0632,0.966,144.414,34
Yearning For Your Love,The Gap Band,The Gap Band III, 1980,340933,4,0.586,0.437,2,-10.306,1,0.0264,0.0953,0.00000472,0.124,0.458,90.717,53
You Dropped A Bomb On Me,The Gap Band,The Gap Band IV, 1982,312906,4,0.786,0.627,9,-11.177,1,0.0339,0.00737,0.00186,0.181,0.831,126.461,59
Between the Sheets,The Isley Brothers,Between the Sheets, 1983,340013,4,0.719,0.377,9,-12.585,0,0.0974,0.661,0,0.0902,0.575,83.919,60
"Coolin' Me Out, Pts. 1 & 2",The Isley Brothers,Showdown, 1980,364160,4,0.631,0.63,6,-6.13,0,0.088,0.0944,0.0000107,0.262,0.922,180.703,24
"Fight the Power, Pts. 1 & 2",The Isley Brothers,The Heat Is On, 1975,319920,4,0.793,0.786,11,-7.449,0,0.175,0.121,0.0187,0.0673,0.83,126.548,37
"For the Love of You, Pts. 1 & 2",The Isley Brothers,The Heat Is On, 1975,339960,4,0.686,0.374,11,-11.029,0,0.0439,0.665,0.0000191,0.101,0.693,102.879,57
"Groove with You, Pts. 1 & 2",The Isley Brothers,Showdown, 1978,291880,3,0.607,0.467,9,-10.105,1,0.055,0.726,0.00791,0.131,0.492,164.299,45
Harvest for the World,The Isley Brothers,Harvest for the World, 1976,232946,4,0.64,0.565,7,-9.381,1,0.0378,0.414,0.000709,0.193,0.612,131.21,41
It's Your Thing,The Isley Brothers,It's Our Thing (Expanded Edition), 1969,169293,4,0.376,0.67,10,-9.273,1,0.0854,0.0727,0.00000252,0.0718,0.837,185.503,57
"Take Me to the Next Phase, Pts. 1 & 2",The Isley Brothers,Showdown, 1975,310760,4,0.781,0.985,5,-5.199,0,0.107,0.315,0,0.337,0.622,105.029,19
"That Lady, Pts. 1 & 2",The Isley Brothers,3+3, 1973,334386,4,0.344,0.769,5,-9.112,0,0.0606,0.261,0.000122,0.335,0.923,126.318,54
Blame It on the Boogie,The Jacksons,Destiny, 1978,214200,4,0.774,0.641,1,-10.193,1,0.0799,0.0765,0,0.0867,0.875,113.256,71
Can You Feel It,The Jacksons,Triumph, 1980,359906,4,0.894,0.607,11,-8.274,1,0.0415,0.0833,0.000249,0.31,0.911,125.466,55
Dancing Machine / Blame It on the Boogie - Immortal Version,The Jacksons,Immortal, 1978,244760,4,0.691,0.92,1,-5.921,0,0.117,0.00274,0.0000129,0.169,0.439,119.98,28
Enjoy Yourself,The Jacksons,The Jacksons, 1976,204413,4,0.601,0.643,9,-8.912,0,0.224,0.171,0,0.536,0.822,203.669,44
Lovely One,The Jacksons,Triumph, 1980,291573,4,0.796,0.907,1,-8.093,1,0.0508,0.0518,0.0901,0.674,0.692,121.456,37
Push Me Away,The Jacksons,Destiny, 1979,258079,4,0.528,0.398,0,-13.712,1,0.028,0.395,0,0.181,0.525,141.242,30
"Shake Your Body (Down to the Ground) - 7"" Version",The Jacksons,Destiny (Expanded Version), 1978,227261,4,0.796,0.72,0,-7.203,1,0.0763,0.0528,0,0.337,0.851,117.401,49
State of Shock,The Jacksons,Victory, 1984,271000,4,0.98,0.846,8,-7.696,0,0.139,0.283,0.149,0.052,0.891,121.562,42
This Place Hotel (a.k.a. Heartbreak Hotel),The Jacksons,Triumph, 1980,343786,4,0.737,0.783,4,-7.466,0,0.078,0.367,0.000187,0.107,0.687,97.016,50
Love's Theme,The Love Unlimited Orchestra,Rhapsody In White (Reissue), 1973,246266,4,0.496,0.563,4,-12.129,0,0.0337,0.000835,0.804,0.373,0.723,97.136,58
Back Stabbers,The O'Jays,Back Stabbers, 1972,186093,4,0.751,0.714,10,-11.614,1,0.0374,0.317,0,0.639,0.935,124.379,57
For the Love of Money,The O'Jays,Ship Ahoy (Expanded Edition), 1973,439866,4,0.679,0.802,0,-7.739,1,0.0406,0.236,0.00000233,0.132,0.894,97.375,53
I Love Music,The O'Jays,Family Reunion (Expanded Edition), 1975,413066,4,0.643,0.838,0,-8.063,0,0.0455,0.0523,0.0000615,0.328,0.923,127.612,50
Let Me Make Love To You,The O'Jays,Survival, 1975,216600,3,0.333,0.634,10,-7.503,1,0.0568,0.589,0.00103,0.163,0.544,176.33,34
Livin' for the Weekend,The O'Jays,Family Reunion (Expanded Edition), 1976,396000,4,0.513,0.724,9,-8.536,0,0.0834,0.112,0,0.579,0.691,126.345,32
Love Train,The O'Jays,Back Stabbers, 1972,178400,4,0.743,0.572,0,-9.627,1,0.0493,0.186,0.0000144,0.163,0.675,122.658,66
Message In Our Music,The O'Jays,Message In The Music, 1976,380160,4,0.668,0.774,5,-7.001,1,0.0468,0.149,0.0000434,0.254,0.771,128.317,28
Put Your Hands Together,The O'Jays,Ship Ahoy (Expanded Edition), 1975,247066,4,0.579,0.773,7,-7.199,1,0.109,0.506,0.0000208,0.188,0.737,141.258,29
Time to Get Down,The O'Jays,Back Stabbers, 1976,172240,3,0.7,0.542,5,-11.131,0,0.0469,0.274,0,0.187,0.905,118.481,36
Unity,The O'Jays,Family Reunion (Expanded Edition), 1978,299360,4,0.528,0.802,0,-7.908,1,0.139,0.203,0,0.0767,0.615,121.771,16
Automatic,The Pointer Sisters,Break Out (1983 Version - Expanded Edition), 1984,287013,4,0.803,0.656,5,-7.53,1,0.0556,0.0934,0,0.324,0.926,110.544,49
Dare Me,The Pointer Sisters,Contact (Expanded Edition), 1985,259120,4,0.71,0.917,4,-5.275,0,0.0909,0.0799,0.00000195,0.18,0.944,109.641,38
Fire,The Pointer Sisters,Energy (Expanded Edition), 1979,210640,4,0.65,0.615,1,-9.332,1,0.0342,0.201,0.00235,0.0805,0.637,118.294,53
He's so Shy,The Pointer Sisters,Special Things (Bonus Track Version), 1980,218320,4,0.871,0.736,0,-7.896,0,0.0675,0.22,0.000725,0.0894,0.967,115.149,52
I'm So Excited,The Pointer Sisters,So Excited! (Expanded Edition), 1982,230640,4,0.59,0.868,5,-5.832,0,0.048,0.0962,0.000322,0.442,0.798,184.348,76
Jump (For My Love),The Pointer Sisters,Break Out, 1984,267226,4,0.842,0.697,10,-13.796,0,0.0654,0.161,0.000101,0.583,0.916,134.533,56
Neutron Dance,The Pointer Sisters,Break Out (1983 Version - Expanded Edition), 1983,253413,4,0.752,0.839,9,-6.879,1,0.0503,0.0236,0,0.263,0.864,104.794,51
Should I Do It,The Pointer Sisters,Black & White (Expanded Edition), 1984,231600,4,0.666,0.803,11,-4.636,0,0.0288,0.126,0.000176,0.609,0.75,130.443,25
Slow Hand,The Pointer Sisters,Black & White (Expanded Edition), 1981,231960,4,0.826,0.558,6,-7.766,1,0.0322,0.403,0.0000194,0.0631,0.359,110.77,57
Yes We Can Can,The Pointer Sisters,The Pointer Sisters, 1973,361600,4,0.782,0.506,5,-13.282,1,0.267,0.0267,0.00268,0.0899,0.784,88.87,31
Boogie Down (Get Funky Now),The Real Thing,Real Soul / Real Love / Real Hits, 1984,250078,4,0.681,0.92,11,-6.132,0,0.0266,0.0253,0.0000107,0.276,0.949,114.997,0
Can't Get By Without You,The Real Thing,Can You Feel the Force - All Their Biggest Hits!, 1976,213559,4,0.485,0.822,1,-5.147,0,0.0779,0.19,0,0.129,0.631,191.918,29
Let&apos;s Go Disco,The Real Thing,The Real Thing, 1978,203160,4,0.871,0.52,11,-11.952,0,0.128,0.082,0.00378,0.0753,0.63,112.823,1
Love Is Such a Wonderful Thing,The Real Thing,Real Soul / Real Love / Real Hits, 1976,212555,4,0.638,0.734,1,-7.789,1,0.0359,0.197,0,0.0874,0.536,123.058,1
Raining Through My Sunshine,The Real Thing,Can You Feel the Force - All Their Biggest Hits!, 1978,236303,4,0.624,0.835,11,-5.6,1,0.044,0.0968,0,0.101,0.359,101.886,17
She's A Groovy Freak,The Real Thing,The Complete Hits Of The Real Thing, 1978,328435,4,0.735,0.809,5,-6.242,1,0.0398,0.0335,0.00134,0.0309,0.841,121.591,1
Whenever You Want My Love,The Real Thing,Can You Feel the Force - All Their Biggest Hits!, 1976,211632,4,0.68,0.847,0,-4.334,1,0.0307,0.0427,0,0.299,0.67,112.79,10
You To Me Are Everything,The Real Thing,Can You Feel the Force - All Their Biggest Hits!, 1976,213174,4,0.553,0.825,0,-4.328,1,0.0603,0.286,0,0.314,0.897,101.657,43
All Right On the Night,The Ritchie Family,I'll Do My Best, 1978,304600,4,0.71,0.681,11,-9.774,1,0.035,0.339,0.188,0.0689,0.92,118.07,26
American Generation,The Ritchie Family,American Generation, 1979,296773,4,0.52,0.839,4,-7.97,1,0.0502,0.364,0.112,0.269,0.565,126.712,27
Istanbul,The Ritchie Family,Arabian Nights, 1977,271800,4,0.496,0.899,9,-7.705,0,0.192,0.0191,0.0000195,0.106,0.671,121.242,9
One and Only,The Ritchie Family,I'll Do My Best, 1978,270733,4,0.744,0.682,10,-11.828,0,0.0412,0.152,0.00169,0.0697,0.883,119.176,34
This Love On Me,The Ritchie Family,I'll Do My Best, 1977,294173,4,0.669,0.754,6,-11.517,1,0.0386,0.0898,0.00866,0.0523,0.96,123.278,17
I'm Still Missing Your Love,The S.O.S Band,Diamonds In The Raw, 1981,268826,4,0.713,0.928,8,-5.859,0,0.0801,0.0303,0.00131,0.115,0.724,105.955,19
Just Be Good To Me,The S.O.S Band,Roller Skate Rink Classics, 1983,549000,4,0.608,0.909,2,-11.065,1,0.0315,0.0207,0.127,0.0795,0.857,100.872,42
Take Your Time (Do It Right),The S.O.S Band,Soufside So Real (Def Souf Records Presents), 1980,209986,4,0.917,0.489,0,-5.417,1,0.0569,0.134,0,0.0664,0.603,118.12,30
"Chicago Bus Stop (Ooh, I Love It) ( DJ Spinna ReFreak)",The Salsoul Orchestra,"Chicago Bus Stop (Ooh, I Love It; DJ Spinna ReFreak)", 1981,460438,4,0.808,0.478,7,-10.081,0,0.0403,0.00158,0.081,0.0984,0.72,117.004,20
Get Happy,The Salsoul Orchestra,"Anthology, Vol. 1", 1978,186792,4,0.834,0.53,7,-11.013,1,0.0358,0.00485,0.809,0.0613,0.979,125.861,10
Magic Bird of Fire,The Salsoul Orchestra,Magic Journey, 1977,302602,4,0.696,0.787,7,-7.819,1,0.0327,0.00658,0.839,0.367,0.598,127.898,23
Ooh I Love It (Love Break),The Salsoul Orchestra,"Salsoul Classics, Vol. 2", 1977,468300,4,0.676,0.756,0,-10.745,1,0.0702,0.000626,0.567,0.303,0.743,117.835,25
Run Away,The Salsoul Orchestra,Magic Journey, 1977,284613,4,0.665,0.774,11,-7.487,0,0.066,0.0705,0.000518,0.103,0.784,109.798,24
Salsoul Hustle,The Salsoul Orchestra,"Anthology, Vol. 1", 1975,317010,4,0.661,0.765,5,-10.807,0,0.0536,0.0525,0.665,0.059,0.924,123.81,15
Tangerine,The Salsoul Orchestra,"Anthology, Vol. 1", 1976,280833,4,0.602,0.598,0,-12.715,1,0.0359,0.00336,0.3,0.129,0.816,123.128,23
Games People Play,The Spinners,Pick of the Litter, 1975,284133,4,0.675,0.45,11,-10.878,0,0.0381,0.529,0.00109,0.0632,0.634,76.195,44
How Could I Let You Get Away,The Spinners,Spinners, 1974,229773,4,0.605,0.325,7,-12.716,1,0.0274,0.749,0.00000879,0.216,0.671,74.432,39
I'll Be Around,The Spinners,Spinners, 1972,188800,4,0.593,0.791,8,-8.698,0,0.068,0.175,0,0.0976,0.63,112.295,66
Love Don't Love Nobody,The Spinners,Mighty Love, 1974,217039,3,0.492,0.296,5,-13.87,1,0.0293,0.722,0.000323,0.128,0.251,141.468,39
One of a Kind (Love Affair),The Spinners,Spinners, 1973,214146,4,0.608,0.428,1,-11.625,1,0.109,0.263,0,0.093,0.881,176.735,39
The Rubberband Man,The Spinners,Happiness Is Being With the Spinners, 1976,444133,4,0.821,0.611,10,-9.795,1,0.0555,0.414,0.000152,0.0943,0.96,97.264,44
"Working My Way Back to You / Forgive Me, Girl",The Spinners,Smooth And Sweet, 1979,245479,4,0.837,0.703,9,-9.385,0,0.0415,0.415,0.0000273,0.153,0.914,121.556,42
Betcha by Golly Wow (Live),The Stylistics,Betcha by Golly Wow (Live), 1977,253004,4,0.43,0.56,3,-9.62,1,0.0268,0.362,0.000107,0.495,0.391,72.238,51
Break Up To Make Up,The Stylistics,The Best Of The Stylistics and More 30th Anniversary Edition, 1973,239840,3,0.583,0.301,4,-10.598,1,0.0243,0.883,0,0.334,0.337,79.364,49
I'm Stone In Love With You,The Stylistics,The Best Of The Stylistics and More 30th Anniversary Edition, 1973,199760,4,0.656,0.37,10,-11.694,1,0.024,0.744,0.0000317,0.0804,0.867,97.381,46
Let's Put It All Together,The Stylistics,The Best Of The Stylistics and More 30th Anniversary Edition, 1974,177226,4,0.499,0.41,0,-9.29,1,0.0287,0.699,0,0.0854,0.513,132.399,25
Love Is The Answer,The Stylistics,The Stylistics Greatest Love Hits, 1975,185013,4,0.541,0.511,3,-11.799,0,0.0326,0.567,0,0.394,0.783,115.117,10
Star On A TV Show,The Stylistics,The Best of The Stylistics V2, 1976,252680,4,0.507,0.414,10,-10.338,1,0.0243,0.554,0.00000427,0.245,0.546,91.527,11
You Make Me Feel Brand New,The Stylistics,Rockin' Roll Baby, 1974,288440,4,0.453,0.359,7,-8.567,1,0.0247,0.849,0.0000302,0.137,0.178,76.015,64
You’ll Never Get To Heaven If You Break My Heart,The Stylistics,Greatest Hits Live, 1973,127053,4,0.546,0.623,7,-9.759,1,0.0553,0.364,0.00000503,0.984,0.557,114.4,1
Dirty Ol' Man,The Three Degrees,The Three Degrees, 1973,275746,4,0.677,0.72,9,-7.172,0,0.0317,0.491,0.00182,0.435,0.782,118.288,37
"Giving Up, Giving In",The Three Degrees,New Dimensions, 1973,367520,4,0.551,0.853,0,-6.058,0,0.0332,0.00297,0.0307,0.659,0.615,131.66,9
Long Lost Lover,The Three Degrees,The Best Of The Three Degrees: When Will I See You Again, 1977,177626,4,0.636,0.697,6,-12.027,0,0.053,0.367,0.000419,0.128,0.698,123.532,14
Maybe,The Three Degrees,So Much Love (Expanded Edition), 1977,337946,3,0.491,0.248,8,-13.117,1,0.0642,0.209,0,0.114,0.277,135.551,22
Take Good Care of Yourself,The Three Degrees,The Best Of, 1976,205133,4,0.605,0.796,9,-7.542,1,0.0405,0.42,0.0000119,0.417,0.66,120.709,29
The Runner,The Three Degrees,The Best Of, 1979,262040,4,0.76,0.663,4,-12.965,0,0.0338,0.00482,0.151,0.0691,0.895,132.876,33
When Will I See You Again,The Three Degrees,The Three Degrees, 1974,178746,4,0.564,0.593,9,-9.245,1,0.0328,0.732,0.00366,0.343,0.766,120.753,60
Woman in Love,The Three Degrees,The Best Of, 1978,253960,4,0.599,0.374,5,-12.239,0,0.0359,0.225,0,0.0408,0.581,79.413,35
Year Of Decision,The Three Degrees,The Three Degrees, 1975,161813,4,0.741,0.756,10,-7.152,1,0.042,0.448,0,0.228,0.918,124.41,34
